Datetime,valueEDA
2023-11-17 12:20:10.023000,0.3866593
2023-11-17 12:20:10.273000,0.385379
2023-11-17 12:20:10.523000,0.385379
2023-11-17 12:20:10.773000,0.3840986
2023-11-17 12:20:11.023000,0.3840986
2023-11-17 12:20:11.273000,0.3840986
2023-11-17 12:20:11.523000,0.3840986
2023-11-17 12:20:11.773000,0.3840986
2023-11-17 12:20:12.023000,0.381538
2023-11-17 12:20:12.273000,0.3828183
2023-11-17 12:20:12.523000,0.3866593
2023-11-17 12:20:12.773000,0.3828183
2023-11-17 12:20:13.023000,0.381538
2023-11-17 12:20:13.273000,0.3789774
2023-11-17 12:20:13.523000,0.3789774
2023-11-17 12:20:13.773000,0.3789774
2023-11-17 12:20:14.023000,0.377697
2023-11-17 12:20:14.273000,0.377697
2023-11-17 12:20:14.523000,0.3764167
2023-11-17 12:20:14.773000,0.3764167
2023-11-17 12:20:15.023000,0.3764167
2023-11-17 12:20:15.273000,0.3751363
2023-11-17 12:20:15.523000,0.3751363
2023-11-17 12:20:15.773000,0.3751363
2023-11-17 12:20:16.023000,0.373856
2023-11-17 12:20:16.273000,0.373856
2023-11-17 12:20:16.523000,0.373856
2023-11-17 12:20:16.773000,0.3725757
2023-11-17 12:20:17.023000,0.3725757
2023-11-17 12:20:17.273000,0.3725757
2023-11-17 12:20:17.523000,0.3725757
2023-11-17 12:20:17.773000,0.3725757
2023-11-17 12:20:18.023000,0.373856
2023-11-17 12:20:18.273000,0.3725757
2023-11-17 12:20:18.523000,0.3725757
2023-11-17 12:20:18.773000,0.3725757
2023-11-17 12:20:19.023000,0.3712954
2023-11-17 12:20:19.273000,0.3725757
2023-11-17 12:20:19.523000,0.3725757
2023-11-17 12:20:19.773000,0.3712954
2023-11-17 12:20:20.023000,0.3725757
2023-11-17 12:20:20.273000,0.3764167
2023-11-17 12:20:20.523000,0.3700151
2023-11-17 12:20:20.773000,0.3712954
2023-11-17 12:20:21.023000,0.3700151
2023-11-17 12:20:21.273000,0.3712954
2023-11-17 12:20:21.523000,0.3700151
2023-11-17 12:20:21.773000,0.3712954
2023-11-17 12:20:22.023000,0.3725757
2023-11-17 12:20:22.273000,0.3712954
2023-11-17 12:20:22.523000,0.3687347
2023-11-17 12:20:22.773000,0.3725757
2023-11-17 12:20:23.023000,0.3700151
2023-11-17 12:20:23.273000,0.3725757
2023-11-17 12:20:23.523000,0.2010116
2023-11-17 12:20:23.773000,0.280392
2023-11-17 12:20:24.023000,0.2637478
2023-11-17 12:20:24.273000,0.3610528
2023-11-17 12:20:24.523000,0.3610528
2023-11-17 12:20:24.773000,0.3623331
2023-11-17 12:20:25.023000,0.3623331
2023-11-17 12:20:25.273000,0.3636134
2023-11-17 12:20:25.523000,0.3764167
2023-11-17 12:20:25.773000,0.3648937
2023-11-17 12:20:26.023000,0.3623331
2023-11-17 12:20:26.273000,0.3648937
2023-11-17 12:20:26.523000,0.366174
2023-11-17 12:20:26.773000,0.3648937
2023-11-17 12:20:27.023000,0.3636134
2023-11-17 12:20:27.273000,0.3636134
2023-11-17 12:20:27.523000,0.3674544
2023-11-17 12:20:27.773000,0.366174
2023-11-17 12:20:28.023000,0.3687347
2023-11-17 12:20:28.273000,0.3687347
2023-11-17 12:20:28.523000,0.3700151
2023-11-17 12:20:28.773000,0.3725757
2023-11-17 12:20:29.023000,0.3725757
2023-11-17 12:20:29.273000,0.373856
2023-11-17 12:20:29.523000,0.373856
2023-11-17 12:20:29.773000,0.373856
2023-11-17 12:20:30.023000,0.373856
2023-11-17 12:20:30.273000,0.3751363
2023-11-17 12:20:30.523000,0.3751363
2023-11-17 12:20:30.773000,0.3751363
2023-11-17 12:20:31.023000,0.3751363
2023-11-17 12:20:31.273000,0.3751363
2023-11-17 12:20:31.523000,0.3725757
2023-11-17 12:20:31.773000,0.3751363
2023-11-17 12:20:32.023000,0.3098396
2023-11-17 12:20:32.273000,0.295756
2023-11-17 12:20:32.523000,0.3610528
2023-11-17 12:20:32.773000,0.3367265
2023-11-17 12:20:33.023000,0.3725757
2023-11-17 12:20:33.273000,0.373856
2023-11-17 12:20:33.523000,0.3725757
2023-11-17 12:20:33.773000,0.373856
2023-11-17 12:20:34.023000,0.3725757
2023-11-17 12:20:34.273000,0.3700151
2023-11-17 12:20:34.523000,0.3687347
2023-11-17 12:20:34.773000,0.3559314
2023-11-17 12:20:35.023000,0.3559314
2023-11-17 12:20:35.273000,0.3520904
2023-11-17 12:20:35.523000,0.3520904
2023-11-17 12:20:35.773000,0.3520904
2023-11-17 12:20:36.023000,0.3508101
2023-11-17 12:20:36.273000,0.3508101
2023-11-17 12:20:36.523000,0.3508101
2023-11-17 12:20:36.773000,0.3508101
2023-11-17 12:20:37.023000,0.3495298
2023-11-17 12:20:37.273000,0.3533708
2023-11-17 12:20:37.523000,0.3520904
2023-11-17 12:20:37.773000,0.3495298
2023-11-17 12:20:38.023000,0.3520904
2023-11-17 12:20:38.273000,0.3533708
2023-11-17 12:20:38.523000,0.3495298
2023-11-17 12:20:38.773000,0.3495298
2023-11-17 12:20:39.023000,0.3495298
2023-11-17 12:20:39.273000,0.3495298
2023-11-17 12:20:39.523000,0.3495298
2023-11-17 12:20:39.773000,0.3482495
2023-11-17 12:20:40.023000,0.3495298
2023-11-17 12:20:40.273000,0.3508101
2023-11-17 12:20:40.523000,0.3508101
2023-11-17 12:20:40.773000,0.3495298
2023-11-17 12:20:41.023000,0.3495298
2023-11-17 12:20:41.273000,0.3520904
2023-11-17 12:20:41.523000,0.3482495
2023-11-17 12:20:41.773000,0.3495298
2023-11-17 12:20:42.023000,0.3495298
2023-11-17 12:20:42.273000,0.3495298
2023-11-17 12:20:42.523000,0.3482495
2023-11-17 12:20:42.773000,0.3495298
2023-11-17 12:20:43.023000,0.3623331
2023-11-17 12:20:43.273000,0.373856
2023-11-17 12:20:43.523000,0.3764167
2023-11-17 12:20:43.773000,0.3751363
2023-11-17 12:20:44.023000,0.3764167
2023-11-17 12:20:44.273000,0.3636134
2023-11-17 12:20:44.523000,0.3623331
2023-11-17 12:20:44.773000,0.3623331
2023-11-17 12:20:45.023000,0.3610528
2023-11-17 12:20:45.273000,0.3636134
2023-11-17 12:20:45.523000,0.3636134
2023-11-17 12:20:45.773000,0.3636134
2023-11-17 12:20:46.023000,0.3520904
2023-11-17 12:20:46.273000,0.3572117
2023-11-17 12:20:46.523000,0.3597724
2023-11-17 12:20:46.773000,0.3597724
2023-11-17 12:20:47.023000,0.3610528
2023-11-17 12:20:47.273000,0.3610528
2023-11-17 12:20:47.523000,0.3623331
2023-11-17 12:20:47.773000,0.3610528
2023-11-17 12:20:48.023000,0.3610528
2023-11-17 12:20:48.273000,0.3610528
2023-11-17 12:20:48.523000,0.3597724
2023-11-17 12:20:48.773000,0.3597724
2023-11-17 12:20:49.023000,0.3597724
2023-11-17 12:20:49.273000,0.3584921
2023-11-17 12:20:49.523000,0.3597724
2023-11-17 12:20:49.773000,0.3584921
2023-11-17 12:20:50.023000,0.3584921
2023-11-17 12:20:50.273000,0.3572117
2023-11-17 12:20:50.523000,0.3559314
2023-11-17 12:20:50.773000,0.3572117
2023-11-17 12:20:51.023000,0.3597724
2023-11-17 12:20:51.273000,0.3559314
2023-11-17 12:20:51.523000,0.3546511
2023-11-17 12:20:51.773000,0.3533708
2023-11-17 12:20:52.023000,0.3533708
2023-11-17 12:20:52.273000,0.3508101
2023-11-17 12:20:52.523000,0.3508101
2023-11-17 12:20:52.773000,0.3495298
2023-11-17 12:20:53.023000,0.3482495
2023-11-17 12:20:53.273000,0.3482495
