,FP1_Theta,FP1_Alpha,FP1_Beta,FP2_Theta,FP2_Alpha,FP2_Beta,C3_Theta,C3_Alpha,C3_Beta,C4_Theta,C4_Alpha,C4_Beta,P7_Theta,P7_Alpha,P7_Beta,P8_Theta,P8_Alpha,P8_Beta,O1_Theta,O1_Alpha,O1_Beta,O2_Theta,O2_Alpha,O2_Beta,Subject,Scene,Second,Fro_Theta,Fro_Alpha,Fro_Beta,Cen_Theta,Cen_Alpha,Cen_Beta,Par_Theta,Par_Alpha,Par_Beta,Occ_Theta,Occ_Alpha,Occ_Beta,Engagement,Fatigue,Excitement
0,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2,1.5068694221804317,0.6871359967113334,0.5712829641181452,0.8011368528537622,0.3653202870697013,0.30372627463672447,0.2387026319820109,0.1088489609849972,0.09049672462263539,0.1667784463282534,0.0760513633503058,0.06322889280712339,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,001,001,4,7.269834214553085,5.464036322780979,3.7212487872588365,3.8650542758991153,2.904990173057565,1.9784259327520488,1.1516117691048608,0.8655559879940883,0.5894816542854961,0.8046162710054816,0.6047527909059381,0.4118632192043941,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,001,001,6,8.2741154704499,3.5744989168080825,10.223180819703284,4.398986886703927,1.900405417079648,5.435220057890319,1.3106995941701984,0.5662350611805953,1.6194503206258162,0.9157688798974901,0.3956211248116161,1.1314890252238696,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,001,001,8,30.844810691462435,3.801610425554057,2.7074060331073166,16.39884266048787,2.021150716363031,1.4394098896921488,4.886115138221971,0.6022117119059232,0.42887919579093087,3.413865547133262,0.4207575460663687,0.2996523554960103,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,001,001,10,99.5687519691529,56.72855447174824,93.2650358226275,52.93636954936256,30.160102081502416,49.58495817914951,15.772649446832876,8.986349488297499,14.774080086212075,11.020146478402461,6.278646336557591,10.322458961795467,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,001,001,12,8.115176811217411,1.0715792161119406,3.2864220373741064,4.314486122816144,0.5697120056611734,1.747247485029586,1.2855221795091567,0.16974847023770476,0.5206009084648743,0.8981777454184476,0.11860106400073173,0.363737131634773,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,001,001,14,55.41122086062716,2.9411011706625363,2.5915132836072683,29.459733165761595,1.5636554177202524,1.3777947615090163,8.777671154564233,0.4658987567395693,0.4105206678878598,6.132845479679143,0.3255174446553612,0.28682548913467354,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,001,001,16,3.778609051224725,2.4628385207109598,4.020828313963522,2.0089218872619106,1.309383993415331,2.137699321454287,0.5985680726425093,0.390137345935358,0.6369379371319227,0.4182117823672094,0.27258392531924913,0.4450203111727128,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,001,001,18,2.0140853662534552,1.1545195557697217,6.893475160837622,1.0708014828276846,0.6138077724935531,3.6649605561648766,0.31905052347893936,0.1828870189948625,1.091992869570631,0.22291648049364565,0.12778079834431535,0.7629613158272427,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,001,001,20,14.098729173974311,2.674616748853604,2.681707631065188,7.4956803512124734,1.4219772551140912,1.4257471684029925,2.233374512676482,0.4236850573097041,0.42480832135765306,1.5604299299110913,0.2960232780168939,0.2968080881012413,,,
